Index,Book Name,Author,Rating,Number of Votes,Score,Image
1557,"All Hail the Underdogs (Breakaway, #3)",E.L. Massey,4.36,"2,038",87,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
1558,The Woman Before Wallis,Bryn Turnbull,3.89,"7,833",86,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
1559,Faucian Bargain: The Most Powerful and Dangerous Bureaucrat in American History,Steve Deace,4.42,"1,106",86,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
1560,Καλλίμορφη,Μιχάλης Μανωλιός,4.2,15,86,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
1561,"The King of Faerie (Stariel, #4)",A.J. Lancaster,4.35,"3,158",86,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
1562,The Queen of the Cicadas,V. Castro,3.73,"1,538",86,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
1563,Reel (Hollywood Renaissance #1),Kennedy Ryan,4.46,"11,306",86,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
1564,The Layover,Lacie Waldon,3.63,"30,034",86,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
1565,The Night Ship,Jess Kidd,3.66,"11,513",86,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
1566,The Sex Lives of African Women,Nana Darkoa Sekyiamah,3.98,"2,525",86,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
1567,Gender-Critical Feminism,Holly Lawford-Smith,3.89,74,86,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
1568,The Redpoint Crux,Morgan Shamy,4.06,171,86,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
1569,"Hang the Moon (Written in the Stars, #2)",Alexandria Bellefleur,3.79,"18,172",86,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
1570,"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,3.59,"36,314",86,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
